Timestamp,Age,Gender,Education,Monthly Income,Occupation,Marital Status,Device,Internet Quality,Courses Taken Last Year,Ad Views Count,Engagement Time (mins),Session Count (1st week),Click Through Rate,Signed Up,Paid Subscription,Satisfaction Level,App Comfort Level,Free Trial Willingness,Willingness to Spend,Retention 7 days,Motivation,Learning Goals,Preferred Subjects,Preferred App Features,Selection Factors,Learning Challenges,Non-Subscription Reasons,Features Used Most,Other Apps Used
2025-06-01 17:12:06,45-54,Female,Bachelor,1000-2000,Entrepreneur,Single,Smartphone,Good,3-5,6,61.4,4,0.03,Yes,No,5,5,3,10-20,Yes,"Hobby,Networking,Career Growth",Improve Skills,"Science,Design","Live Sessions,Peer Forum","Instructor,Certification","Time Management,Technical Issues","Too Expensive,Lack Time,Not Relevant","Video Lectures,Downloadable PDFs,Forums","Udemy,Khan Academy"
2025-06-28 15:58:15,35-44,Female,Associate,>5000,Retired,Single,Tablet,Average,6-10,5,6.2,3,0.06,Yes,No,3,2,3,50-100,No,"Skill Development,Networking","Explore Topic,Improve Skills,Earn Certificate","Programming,Science","Projects,Videos,Live Sessions","Instructor,Certification","Technical Issues,Language Barrier,Time Management","Lack Time,Not Relevant,Too Expensive","Video Lectures,Webinars",Coursera
2025-06-03 09:41:48,45-54,Female,Master,2000-5000,Student,Other,Laptop/PC,Excellent,3-5,4,26.7,8,0.08,Yes,No,4,2,5,<10,Yes,"Hobby,Networking",Explore Topic,"Programming,Marketing,Design","Peer Forum,Projects,Videos","Certification,Instructor,Reviews","Time Management,Technical Issues,Motivation","Technical Issues,Too Expensive,Not Relevant","Forums,Video Lectures",Coursera
2025-05-21 22:24:22,25-34,Female,Associate,<500,Working Professional,Married,Smart TV,Poor,0,3,1.6,5,0.19,No,No,2,2,2,<10,No,Networking,"Improve Skills,Complete Course,Explore Topic","Math,Science,Marketing","Peer Forum,Live Sessions,Projects",Reviews,"Technical Issues,Motivation,Time Management",Lack Time,"Video Lectures,Interactive Exercises,Forums",Coursera
2025-06-20 00:26:06,35-44,Female,Associate,2000-5000,Working Professional,Divorced,Smart TV,Excellent,3-5,9,50.6,1,0.5,Yes,No,1,2,3,20-50,No,"Skill Development,Certification,Hobby","Explore Topic,Complete Course,Improve Skills","Design,Marketing,Science",Live Sessions,"Price,Reviews","Motivation,Language Barrier,Technical Issues",Too Expensive,Downloadable PDFs,"Coursera,edX"
2025-06-19 13:26:55,25-34,Male,Associate,1000-2000,Working Professional,Divorced,Smart TV,Excellent,3-5,7,9.6,3,0.26,Yes,No,5,3,4,<10,No,"Career Growth,Hobby",Complete Course,"Math,Marketing","Projects,Live Sessions",Content Quality,"Language Barrier,Technical Issues","Too Expensive,Not Relevant","Webinars,Video Lectures",edX
2025-05-24 06:35:52,<18,Non-binary/Other,Bachelor,1000-2000,Entrepreneur,Single,Laptop/PC,Poor,6-10,9,134.6,4,0.14,No,No,3,5,4,<10,Yes,"Certification,Hobby,Networking","Explore Topic,Improve Skills,Earn Certificate","Programming,Math,Marketing","Quizzes,Projects","Instructor,Content Quality","Motivation,Technical Issues",Lack Time,"Video Lectures,Forums,Interactive Exercises","Skillshare,edX"
2025-05-22 01:46:13,<18,Male,High School,2000-5000,Student,Other,Smartphone,Good,0,6,76.5,4,0.06,No,No,2,2,3,<10,Yes,"Certification,Skill Development","Earn Certificate,Complete Course,Improve Skills","Math,Programming",Projects,Instructor,"Time Management,Technical Issues",Not Relevant,"Downloadable PDFs,Interactive Exercises,Webinars",Udemy
2025-06-30 03:57:03,35-44,Female,Master,1000-2000,Retired,Widowed,Smart TV,Excellent,>10,7,39.6,5,0.12,Yes,Yes,4,2,3,<10,Yes,"Certification,Skill Development","Explore Topic,Earn Certificate","Design,Programming,Marketing",Projects,"Instructor,Content Quality",Motivation,"Technical Issues,Too Expensive,Not Relevant","Webinars,Video Lectures,Downloadable PDFs","Khan Academy,Skillshare,edX"
2025-05-28 15:53:17,35-44,Prefer not to say,High School,500-1000,Retired,Married,Smartphone,Excellent,>10,4,20.6,3,0.24,Yes,Yes,4,1,4,10-20,Yes,"Certification,Skill Development,Career Growth","Explore Topic,Complete Course,Earn Certificate","Math,Marketing","Videos,Quizzes,Live Sessions",Reviews,"Motivation,Language Barrier",Too Expensive,"Interactive Exercises,Downloadable PDFs","edX,Khan Academy"
2025-05-22 14:00:28,55+,Prefer not to say,High School,500-1000,Working Professional,Single,Tablet,Good,>10,6,43.6,4,0.02,Yes,No,2,3,5,50-100,Yes,"Skill Development,Certification","Complete Course,Improve Skills,Earn Certificate","Math,Marketing,Programming","Live Sessions,Videos",Instructor,"Motivation,Language Barrier,Time Management","Not Relevant,Lack Time,Technical Issues","Video Lectures,Webinars","Coursera,Khan Academy,edX"
2025-05-30 09:29:16,45-54,Female,High School,1000-2000,Student,Divorced,Smartphone,Excellent,0,4,4.2,1,0.24,Yes,No,4,4,1,20-50,No,Networking,"Complete Course,Improve Skills,Earn Certificate",Marketing,"Peer Forum,Quizzes,Videos","Content Quality,Price,Certification","Motivation,Time Management,Technical Issues","Not Relevant,Technical Issues,Lack Time","Forums,Webinars","Skillshare,Udemy"
2025-06-29 07:28:12,55+,Female,Associate,1000-2000,Student,Other,Smartphone,Excellent,1-2,2,11.1,0,0.11,No,No,5,1,4,20-50,No,"Certification,Skill Development","Complete Course,Improve Skills",Marketing,Quizzes,Certification,"Language Barrier,Motivation,Technical Issues","Lack Time,Too Expensive,Technical Issues","Webinars,Downloadable PDFs,Interactive Exercises",Khan Academy
2025-06-13 01:46:12,45-54,Prefer not to say,PhD,500-1000,Student,Other,Smart TV,Average,0,4,0.8,3,0.31,Yes,No,1,4,1,10-20,No,"Skill Development,Hobby","Earn Certificate,Improve Skills,Explore Topic","Marketing,Science","Quizzes,Peer Forum",Price,Motivation,"Lack Time,Not Relevant","Interactive Exercises,Webinars",Skillshare
2025-06-19 22:02:59,55+,Male,Associate,1000-2000,Homemaker,Single,Other,Good,6-10,5,31.1,0,0.3,Yes,No,4,2,3,10-20,No,Hobby,Improve Skills,Design,"Quizzes,Videos,Live Sessions",Price,"Technical Issues,Time Management","Lack Time,Not Relevant",Forums,"Coursera,Skillshare,edX"
2025-05-22 11:03:20,25-34,Male,Associate,1000-2000,Homemaker,Widowed,Other,Excellent,3-5,3,49.1,4,0.12,Yes,Yes,4,5,2,50-100,Yes,"Career Growth,Certification,Skill Development","Improve Skills,Explore Topic","Design,Marketing","Projects,Peer Forum,Quizzes","Reviews,Price","Time Management,Motivation,Technical Issues","Lack Time,Not Relevant,Too Expensive","Video Lectures,Interactive Exercises",edX
2025-07-02 17:32:43,35-44,Female,High School,2000-5000,Working Professional,Divorced,Laptop/PC,Excellent,3-5,6,87.7,2,0.43,No,No,1,4,3,20-50,Yes,Networking,"Explore Topic,Complete Course","Science,Programming,Math","Live Sessions,Videos","Certification,Instructor,Price","Time Management,Technical Issues,Motivation",Not Relevant,"Downloadable PDFs,Interactive Exercises,Video Lectures",Udemy
2025-06-28 21:42:45,<18,Male,Associate,<500,Student,Single,Laptop/PC,Poor,6-10,2,34.8,4,0.26,Yes,No,5,4,3,<10,Yes,"Skill Development,Career Growth,Networking","Improve Skills,Earn Certificate,Explore Topic",Marketing,"Videos,Quizzes","Price,Reviews,Certification","Technical Issues,Language Barrier,Time Management",Lack Time,"Webinars,Interactive Exercises,Forums","Skillshare,Udemy"
2025-05-07 01:30:29,45-54,Prefer not to say,High School,500-1000,Other,Widowed,Other,Poor,6-10,2,39.5,5,0.41,Yes,No,5,4,3,50-100,Yes,"Networking,Career Growth","Explore Topic,Complete Course,Improve Skills","Design,Marketing","Projects,Live Sessions,Videos","Content Quality,Price,Instructor","Technical Issues,Language Barrier",Lack Time,"Downloadable PDFs,Video Lectures",edX
2025-05-25 11:00:48,45-54,Male,PhD,2000-5000,Student,Other,Tablet,Poor,3-5,5,67.7,5,0.27,No,No,5,5,4,20-50,Yes,Skill Development,"Explore Topic,Improve Skills,Earn Certificate",Design,"Projects,Quizzes","Instructor,Price,Certification","Language Barrier,Technical Issues,Time Management","Too Expensive,Not Relevant","Video Lectures,Webinars","edX,Coursera"
2025-05-12 14:25:53,<18,Female,Master,<500,Retired,Married,Smart TV,Excellent,1-2,6,82.6,3,0.24,No,No,4,1,4,<10,Yes,"Networking,Skill Development,Certification","Improve Skills,Earn Certificate","Programming,Math,Marketing","Peer Forum,Quizzes","Price,Instructor",Time Management,"Not Relevant,Too Expensive,Lack Time","Video Lectures,Forums,Webinars","Khan Academy,Skillshare,edX"
2025-06-17 01:33:18,55+,Prefer not to say,High School,1000-2000,Retired,Divorced,Smart TV,Excellent,1-2,4,20.3,5,0.05,Yes,No,4,3,2,20-50,Yes,Hobby,Earn Certificate,"Math,Marketing",Quizzes,Instructor,Time Management,Too Expensive,"Webinars,Downloadable PDFs,Video Lectures",edX
2025-06-19 07:27:20,45-54,Male,PhD,1000-2000,Working Professional,Divorced,Tablet,Poor,1-2,2,3.5,4,0.59,Yes,Yes,5,5,1,20-50,No,"Career Growth,Skill Development","Complete Course,Earn Certificate,Improve Skills",Programming,"Projects,Live Sessions,Quizzes","Certification,Reviews,Price","Motivation,Technical Issues",Too Expensive,Interactive Exercises,"Udemy,Skillshare,Khan Academy"
2025-05-19 22:04:36,25-34,Non-binary/Other,Master,2000-5000,Other,Widowed,Tablet,Average,6-10,5,18.8,3,0.1,Yes,No,4,1,1,<10,No,Career Growth,Improve Skills,"Science,Programming","Projects,Live Sessions","Instructor,Certification,Price","Technical Issues,Language Barrier",Lack Time,"Video Lectures,Downloadable PDFs,Forums","Khan Academy,Skillshare,Udemy"
2025-06-03 14:04:07,35-44,Prefer not to say,Bachelor,1000-2000,Student,Single,Other,Average,3-5,7,24.4,1,0.38,Yes,Yes,3,2,1,10-20,No,"Certification,Skill Development,Hobby",Improve Skills,Marketing,Quizzes,Instructor,"Motivation,Time Management,Language Barrier","Too Expensive,Not Relevant","Video Lectures,Forums,Interactive Exercises",Khan Academy
2025-06-04 20:36:10,<18,Prefer not to say,High School,>5000,Other,Other,Laptop/PC,Average,3-5,9,30.0,0,0.25,No,No,4,1,3,20-50,No,"Skill Development,Certification,Career Growth","Explore Topic,Complete Course,Improve Skills","Programming,Design,Marketing","Peer Forum,Projects","Instructor,Certification,Reviews","Motivation,Language Barrier,Technical Issues","Too Expensive,Technical Issues,Not Relevant","Video Lectures,Downloadable PDFs","Skillshare,Udemy"
2025-05-31 22:12:57,35-44,Non-binary/Other,High School,2000-5000,Working Professional,Widowed,Tablet,Average,3-5,5,136.1,4,0.35,No,No,5,4,2,50-100,Yes,"Hobby,Networking,Skill Development","Earn Certificate,Complete Course","Science,Programming,Design","Live Sessions,Peer Forum,Videos","Certification,Reviews",Technical Issues,Lack Time,"Downloadable PDFs,Interactive Exercises,Video Lectures",Udemy
2025-06-07 22:56:28,45-54,Non-binary/Other,Bachelor,<500,Retired,Married,Laptop/PC,Good,0,7,74.9,5,0.44,Yes,Yes,2,1,3,>100,Yes,"Networking,Hobby",Complete Course,"Science,Marketing,Math","Peer Forum,Quizzes",Content Quality,"Motivation,Technical Issues","Technical Issues,Lack Time","Interactive Exercises,Video Lectures,Webinars","Coursera,Skillshare,edX"
2025-05-12 14:53:42,45-54,Prefer not to say,Bachelor,2000-5000,Retired,Married,Smartphone,Poor,0,10,15.1,7,0.5,No,No,5,1,2,<10,No,"Hobby,Networking",Earn Certificate,Programming,"Peer Forum,Live Sessions","Price,Reviews","Motivation,Technical Issues,Language Barrier","Lack Time,Technical Issues",Downloadable PDFs,"Khan Academy,edX"
2025-06-08 12:17:45,<18,Non-binary/Other,High School,500-1000,Homemaker,Married,Smart TV,Excellent,>10,5,3.6,4,0.24,No,No,2,2,5,20-50,No,"Certification,Networking,Career Growth","Earn Certificate,Explore Topic",Math,Quizzes,"Content Quality,Price,Reviews",Technical Issues,"Lack Time,Too Expensive,Technical Issues","Webinars,Downloadable PDFs","Skillshare,Khan Academy"
2025-05-05 02:08:38,25-34,Female,Bachelor,2000-5000,Working Professional,Widowed,Other,Poor,0,6,7.3,5,0.33,Yes,No,4,2,4,50-100,No,"Certification,Hobby,Career Growth",Improve Skills,Marketing,"Live Sessions,Peer Forum",Content Quality,"Motivation,Language Barrier",Too Expensive,"Downloadable PDFs,Video Lectures",Khan Academy
2025-06-06 01:59:44,18-24,Female,Associate,1000-2000,Working Professional,Other,Smart TV,Average,1-2,7,5.7,2,0.1,No,No,4,1,3,20-50,No,"Hobby,Certification","Complete Course,Explore Topic,Improve Skills","Math,Science,Programming","Peer Forum,Projects","Content Quality,Price","Language Barrier,Technical Issues,Time Management","Too Expensive,Not Relevant",Webinars,Udemy
2025-05-24 14:19:42,<18,Female,Master,1000-2000,Student,Divorced,Other,Excellent,1-2,6,13.2,0,0.23,Yes,No,2,5,5,20-50,No,Networking,"Complete Course,Earn Certificate","Math,Programming","Projects,Quizzes","Certification,Instructor,Content Quality","Motivation,Language Barrier","Not Relevant,Lack Time","Interactive Exercises,Downloadable PDFs,Forums","Skillshare,Khan Academy,Udemy"
2025-05-27 19:38:34,18-24,Prefer not to say,Master,>5000,Student,Single,Smartphone,Good,1-2,9,62.7,7,0.18,Yes,Yes,5,2,1,10-20,Yes,Skill Development,Complete Course,"Science,Marketing","Peer Forum,Live Sessions,Videos","Price,Reviews,Certification","Language Barrier,Time Management","Technical Issues,Not Relevant",Interactive Exercises,Udemy
2025-06-26 20:36:56,55+,Non-binary/Other,Master,>5000,Homemaker,Divorced,Smart TV,Poor,1-2,6,17.3,3,0.22,No,No,1,4,5,50-100,No,Hobby,"Improve Skills,Explore Topic,Earn Certificate",Programming,Videos,"Certification,Content Quality,Reviews","Motivation,Time Management,Language Barrier","Lack Time,Technical Issues,Too Expensive",Interactive Exercises,edX
2025-05-20 17:16:30,18-24,Non-binary/Other,Associate,>5000,Entrepreneur,Other,Smartphone,Excellent,>10,4,25.1,5,0.37,Yes,Yes,1,5,4,20-50,Yes,"Networking,Certification,Skill Development","Earn Certificate,Complete Course",Design,"Projects,Quizzes,Videos","Price,Reviews,Content Quality",Motivation,"Too Expensive,Not Relevant","Webinars,Video Lectures,Interactive Exercises","Coursera,Udemy"
2025-06-11 06:41:30,25-34,Male,Bachelor,<500,Other,Divorced,Other,Excellent,1-2,7,5.9,4,0.51,Yes,No,5,1,4,<10,No,Skill Development,"Earn Certificate,Complete Course,Explore Topic","Science,Marketing",Videos,"Content Quality,Price,Certification","Motivation,Language Barrier","Not Relevant,Lack Time,Too Expensive","Interactive Exercises,Video Lectures,Downloadable PDFs","edX,Udemy,Coursera"
2025-07-02 17:27:27,55+,Male,PhD,>5000,Entrepreneur,Widowed,Tablet,Average,6-10,3,20.4,1,0.12,Yes,Yes,4,4,4,50-100,No,"Skill Development,Certification","Complete Course,Improve Skills,Earn Certificate","Math,Science","Live Sessions,Peer Forum","Reviews,Content Quality",Motivation,Lack Time,"Downloadable PDFs,Interactive Exercises,Video Lectures","Khan Academy,Udemy"
2025-06-21 07:04:46,18-24,Non-binary/Other,Bachelor,<500,Entrepreneur,Married,Smart TV,Average,6-10,4,62.1,2,0.3,No,No,2,4,5,>100,Yes,"Skill Development,Certification,Hobby",Complete Course,"Math,Design","Videos,Projects","Price,Certification,Reviews","Motivation,Technical Issues",Lack Time,"Forums,Video Lectures","Udemy,Skillshare"
2025-07-03 15:04:21,55+,Non-binary/Other,High School,>5000,Working Professional,Other,Smartphone,Poor,6-10,3,44.5,4,0.02,No,No,2,5,1,20-50,Yes,"Hobby,Networking,Skill Development","Complete Course,Earn Certificate,Explore Topic",Design,"Live Sessions,Projects","Certification,Price","Time Management,Motivation","Lack Time,Not Relevant,Technical Issues",Interactive Exercises,Khan Academy
2025-05-23 08:50:18,18-24,Non-binary/Other,Master,<500,Other,Other,Smart TV,Good,0,5,2.5,3,0.28,No,No,5,1,3,20-50,No,"Certification,Networking,Career Growth","Complete Course,Explore Topic,Earn Certificate","Science,Design,Math",Quizzes,"Certification,Reviews,Content Quality","Language Barrier,Time Management","Too Expensive,Not Relevant","Webinars,Forums",Khan Academy
2025-06-07 16:40:34,25-34,Prefer not to say,Bachelor,2000-5000,Working Professional,Divorced,Smart TV,Excellent,3-5,2,59.4,3,0.27,Yes,No,5,4,1,20-50,Yes,"Hobby,Skill Development,Career Growth",Earn Certificate,"Design,Marketing","Live Sessions,Projects",Reviews,Motivation,Too Expensive,Downloadable PDFs,"Udemy,Coursera,Khan Academy"
2025-05-30 02:25:32,18-24,Non-binary/Other,PhD,2000-5000,Other,Widowed,Smart TV,Average,>10,3,9.6,3,0.33,Yes,No,3,2,2,10-20,No,"Networking,Certification,Career Growth",Earn Certificate,Science,Quizzes,Reviews,"Time Management,Language Barrier,Technical Issues",Not Relevant,Downloadable PDFs,Skillshare
2025-05-09 19:31:59,18-24,Male,High School,1000-2000,Retired,Divorced,Laptop/PC,Poor,6-10,3,32.9,0,0.33,Yes,No,2,2,2,10-20,No,"Career Growth,Networking,Certification","Explore Topic,Earn Certificate,Improve Skills","Marketing,Math",Peer Forum,Reviews,Technical Issues,Lack Time,Forums,"edX,Skillshare"
2025-05-14 01:49:30,18-24,Prefer not to say,Associate,<500,Working Professional,Divorced,Smartphone,Average,6-10,7,4.7,2,0.66,Yes,No,3,5,3,>100,No,"Career Growth,Networking,Skill Development","Complete Course,Explore Topic,Improve Skills",Science,Videos,"Reviews,Price",Motivation,Not Relevant,"Interactive Exercises,Webinars,Forums","edX,Udemy"
2025-05-29 15:45:20,<18,Non-binary/Other,Associate,500-1000,Working Professional,Other,Smartphone,Poor,1-2,4,33.7,4,0.19,Yes,No,4,2,4,10-20,Yes,Skill Development,"Improve Skills,Complete Course","Marketing,Math,Design",Videos,"Content Quality,Reviews,Price","Time Management,Technical Issues","Too Expensive,Lack Time,Technical Issues","Webinars,Video Lectures,Forums","Coursera,edX,Skillshare"
2025-05-14 21:57:03,<18,Male,PhD,1000-2000,Working Professional,Divorced,Smart TV,Average,6-10,7,1.1,2,0.11,Yes,No,2,3,3,10-20,No,Skill Development,Explore Topic,Math,Live Sessions,Content Quality,Language Barrier,"Lack Time,Not Relevant","Downloadable PDFs,Interactive Exercises,Video Lectures",Khan Academy
2025-05-20 07:55:37,<18,Prefer not to say,High School,2000-5000,Homemaker,Married,Tablet,Good,1-2,5,27.5,2,0.36,No,No,5,1,5,10-20,Yes,Skill Development,"Complete Course,Explore Topic","Marketing,Programming",Peer Forum,"Instructor,Reviews",Motivation,"Technical Issues,Lack Time",Interactive Exercises,Coursera
2025-06-25 23:50:36,25-34,Non-binary/Other,Master,<500,Working Professional,Divorced,Smart TV,Excellent,1-2,3,31.1,2,0.39,No,No,5,4,4,10-20,Yes,"Certification,Hobby,Career Growth","Earn Certificate,Improve Skills","Programming,Design,Math","Peer Forum,Projects","Price,Instructor","Language Barrier,Motivation",Not Relevant,"Video Lectures,Interactive Exercises","Khan Academy,Skillshare"
2025-06-30 08:47:15,55+,Non-binary/Other,Bachelor,>5000,Student,Married,Laptop/PC,Average,3-5,7,8.4,3,0.18,No,No,4,4,3,10-20,No,"Networking,Certification,Hobby","Improve Skills,Complete Course,Explore Topic",Math,"Peer Forum,Videos",Certification,"Time Management,Technical Issues,Motivation",Lack Time,"Downloadable PDFs,Forums","Skillshare,Coursera"
2025-05-10 14:22:00,45-54,Non-binary/Other,High School,500-1000,Student,Other,Other,Excellent,0,4,82.9,4,0.13,No,No,1,5,3,50-100,Yes,"Career Growth,Networking","Explore Topic,Improve Skills","Programming,Design,Science","Projects,Quizzes","Certification,Content Quality","Language Barrier,Motivation,Time Management","Lack Time,Too Expensive",Interactive Exercises,"Skillshare,Udemy"
2025-06-10 13:05:33,18-24,Prefer not to say,Associate,2000-5000,Other,Widowed,Laptop/PC,Poor,1-2,4,1.4,1,0.89,Yes,Yes,3,5,5,10-20,No,"Networking,Certification,Career Growth","Improve Skills,Complete Course,Explore Topic","Math,Design,Marketing","Quizzes,Projects","Content Quality,Price,Instructor","Time Management,Motivation","Too Expensive,Not Relevant","Interactive Exercises,Downloadable PDFs,Webinars","Khan Academy,Coursera,Udemy"
2025-05-21 10:58:08,18-24,Male,PhD,1000-2000,Retired,Married,Tablet,Good,1-2,5,66.7,2,0.12,Yes,No,5,4,5,20-50,Yes,Networking,Improve Skills,Design,Videos,"Price,Content Quality","Motivation,Language Barrier","Too Expensive,Lack Time,Not Relevant",Interactive Exercises,"Skillshare,Udemy,Khan Academy"
2025-06-19 23:32:54,25-34,Male,PhD,<500,Homemaker,Widowed,Smart TV,Excellent,3-5,3,14.4,6,0.3,No,No,2,2,1,20-50,No,"Hobby,Networking,Career Growth","Explore Topic,Improve Skills","Design,Math","Quizzes,Projects","Price,Content Quality","Time Management,Motivation","Technical Issues,Too Expensive,Lack Time","Forums,Downloadable PDFs","Udemy,Khan Academy"
2025-05-06 09:25:05,18-24,Female,Bachelor,500-1000,Other,Widowed,Smartphone,Average,1-2,6,37.5,1,0.22,Yes,Yes,2,5,2,20-50,No,"Certification,Skill Development,Career Growth","Earn Certificate,Complete Course","Programming,Marketing","Projects,Live Sessions",Content Quality,"Technical Issues,Language Barrier,Motivation","Technical Issues,Too Expensive","Interactive Exercises,Downloadable PDFs","Khan Academy,edX,Skillshare"
2025-06-04 04:25:01,<18,Non-binary/Other,PhD,<500,Student,Married,Smart TV,Excellent,>10,9,31.6,0,0.28,Yes,No,2,3,3,50-100,No,Networking,"Improve Skills,Complete Course",Design,"Projects,Peer Forum,Quizzes","Reviews,Price,Instructor","Language Barrier,Time Management","Too Expensive,Not Relevant",Webinars,Skillshare
2025-06-01 05:20:22,45-54,Female,PhD,>5000,Homemaker,Other,Tablet,Excellent,0,3,5.5,6,0.46,Yes,No,4,5,1,50-100,No,Skill Development,"Complete Course,Explore Topic,Improve Skills","Programming,Science,Marketing",Projects,Instructor,Language Barrier,"Not Relevant,Technical Issues,Lack Time","Webinars,Video Lectures",edX
2025-05-12 17:13:09,35-44,Female,High School,1000-2000,Homemaker,Single,Smartphone,Poor,>10,2,11.5,3,0.41,Yes,Yes,1,2,4,10-20,No,Networking,"Explore Topic,Complete Course",Design,Quizzes,"Content Quality,Instructor",Technical Issues,"Technical Issues,Lack Time",Interactive Exercises,edX
2025-05-21 08:42:49,18-24,Male,Master,<500,Retired,Widowed,Laptop/PC,Good,6-10,2,22.6,2,0.23,Yes,Yes,3,1,4,50-100,Yes,"Hobby,Networking,Skill Development","Complete Course,Improve Skills","Math,Programming","Projects,Peer Forum","Price,Content Quality","Language Barrier,Time Management,Motivation",Too Expensive,Webinars,Khan Academy
2025-06-22 20:09:40,<18,Prefer not to say,Bachelor,2000-5000,Homemaker,Widowed,Other,Good,0,7,56.2,4,0.14,No,No,2,3,2,20-50,Yes,"Career Growth,Hobby",Improve Skills,"Programming,Math,Design","Peer Forum,Videos","Content Quality,Reviews",Language Barrier,Technical Issues,"Downloadable PDFs,Video Lectures","edX,Udemy,Skillshare"
2025-05-06 23:25:21,35-44,Prefer not to say,High School,1000-2000,Working Professional,Other,Other,Excellent,6-10,5,92.9,3,0.19,No,No,2,5,4,50-100,Yes,"Certification,Skill Development","Complete Course,Earn Certificate,Improve Skills",Science,Quizzes,"Reviews,Certification","Time Management,Motivation","Technical Issues,Not Relevant,Too Expensive","Webinars,Forums",Skillshare
2025-07-03 18:52:23,45-54,Male,Master,2000-5000,Homemaker,Other,Smart TV,Excellent,1-2,8,0.6,1,0.03,No,No,5,1,2,50-100,No,"Skill Development,Hobby,Certification","Explore Topic,Earn Certificate","Math,Science,Programming",Projects,"Instructor,Price",Time Management,"Technical Issues,Lack Time","Interactive Exercises,Webinars,Downloadable PDFs",Khan Academy
2025-06-07 17:19:01,35-44,Prefer not to say,High School,<500,Retired,Divorced,Laptop/PC,Poor,3-5,6,13.0,0,0.41,Yes,No,1,1,4,10-20,No,Career Growth,"Earn Certificate,Explore Topic,Improve Skills",Science,"Live Sessions,Peer Forum,Quizzes","Certification,Instructor","Time Management,Technical Issues","Too Expensive,Not Relevant","Video Lectures,Downloadable PDFs,Webinars","Skillshare,Udemy"
2025-05-17 01:06:45,<18,Female,High School,1000-2000,Other,Other,Tablet,Excellent,>10,4,33.1,4,0.1,Yes,Yes,5,4,4,20-50,Yes,Certification,"Complete Course,Improve Skills","Design,Math,Marketing","Peer Forum,Videos",Certification,"Motivation,Language Barrier","Not Relevant,Lack Time","Video Lectures,Downloadable PDFs","Udemy,edX,Coursera"
2025-06-10 22:36:39,55+,Non-binary/Other,PhD,2000-5000,Retired,Widowed,Other,Poor,6-10,4,22.5,4,0.23,Yes,No,4,2,3,50-100,Yes,"Certification,Networking","Improve Skills,Earn Certificate,Explore Topic","Science,Programming,Marketing","Peer Forum,Live Sessions,Quizzes","Instructor,Certification,Price",Language Barrier,Too Expensive,"Webinars,Forums,Downloadable PDFs",Coursera
2025-05-05 05:46:05,55+,Male,Master,>5000,Retired,Married,Laptop/PC,Good,1-2,7,86.0,3,0.08,Yes,No,4,4,5,10-20,Yes,Career Growth,"Improve Skills,Earn Certificate","Design,Science,Marketing","Peer Forum,Quizzes,Projects",Reviews,"Language Barrier,Motivation,Time Management","Too Expensive,Lack Time,Technical Issues",Downloadable PDFs,"edX,Khan Academy"
2025-05-23 05:02:31,35-44,Non-binary/Other,Bachelor,>5000,Student,Single,Smart TV,Good,>10,2,0.5,3,0.25,Yes,No,3,2,3,<10,No,"Skill Development,Career Growth,Networking","Explore Topic,Earn Certificate,Improve Skills",Science,"Quizzes,Videos,Projects",Price,"Motivation,Technical Issues,Time Management","Not Relevant,Technical Issues","Video Lectures,Downloadable PDFs,Webinars",Coursera
2025-06-01 21:54:29,25-34,Prefer not to say,Bachelor,<500,Working Professional,Divorced,Smartphone,Poor,>10,2,17.3,4,0.17,No,No,4,1,1,10-20,No,"Hobby,Career Growth","Explore Topic,Complete Course,Improve Skills","Science,Marketing,Design",Projects,"Certification,Instructor,Content Quality","Technical Issues,Time Management","Technical Issues,Too Expensive","Interactive Exercises,Webinars,Forums",Khan Academy
2025-06-12 18:31:22,35-44,Non-binary/Other,Master,1000-2000,Student,Married,Smart TV,Excellent,6-10,5,33.2,4,0.5,Yes,Yes,3,5,5,10-20,Yes,"Career Growth,Skill Development,Networking",Complete Course,Science,"Videos,Peer Forum",Instructor,"Motivation,Language Barrier,Time Management","Too Expensive,Not Relevant,Technical Issues","Interactive Exercises,Video Lectures",Udemy
2025-06-03 06:05:49,18-24,Prefer not to say,PhD,500-1000,Other,Single,Smart TV,Good,1-2,6,7.4,3,0.06,No,No,5,2,3,50-100,No,"Networking,Certification,Skill Development","Earn Certificate,Improve Skills,Complete Course",Design,"Videos,Peer Forum",Certification,"Language Barrier,Technical Issues,Motivation","Technical Issues,Lack Time,Not Relevant",Webinars,"edX,Coursera,Skillshare"
2025-06-02 12:27:22,18-24,Prefer not to say,Associate,1000-2000,Entrepreneur,Single,Laptop/PC,Average,3-5,6,38.8,3,0.19,Yes,Yes,2,2,5,10-20,Yes,Career Growth,"Earn Certificate,Complete Course,Explore Topic",Programming,"Projects,Peer Forum","Price,Reviews,Instructor","Technical Issues,Language Barrier,Time Management","Technical Issues,Too Expensive",Forums,"Coursera,Khan Academy"
2025-06-14 12:01:56,55+,Female,High School,>5000,Other,Single,Other,Poor,6-10,3,2.5,1,0.58,Yes,Yes,2,1,5,50-100,No,"Hobby,Career Growth,Certification","Earn Certificate,Explore Topic,Improve Skills","Programming,Marketing","Quizzes,Peer Forum,Live Sessions","Content Quality,Instructor","Language Barrier,Time Management","Technical Issues,Lack Time,Too Expensive","Downloadable PDFs,Webinars","edX,Khan Academy"
